TraceFinder Compound Database Export,Schema Version 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,PEAK 1,,,,,,,,,,PEAK 2,,,,,,,,,,PEAK 3,,,,,,,,,,PEAK 4,,,,,,,,,,
CompoundName,ExperimentType,Compound Type,ChemicalFormula,Category,CAS,Ionization,ResponseThreshold,Internal Standard,Internal Standard Concentration,PrecursorMass,ExtractedMass,Adduct,Polarity,ChargeState,RT,Window,CollisionEnergy,Lens,EnergyRamp,PrecursorMass,ExtractedMass,Adduct,Polarity,ChargeState,RT,Window,CollisionEnergy,Lens,EnergyRamp,PrecursorMass,ExtractedMass,Adduct,Polarity,ChargeState,RT,Window,CollisionEnergy,Lens,EnergyRamp,PrecursorMass,ExtractedMass,Adduct,Polarity,ChargeState,RT,Window,CollisionEnergy,Lens,EnergyRamp
N-Methylhexanamide,XIC,eTargetCompound,C7H15NO,,,ESI,5000,,0,,130.12264,M+H,+,1,0,120,,,,,152.10459,M+Na,+,1,0,60,,,,,147.14919,M+NH4,+,1,0,60,,,,,128.10809,M-H,-,1,0,60,,,
(E)-Glutaconate,XIC,eTargetCompound,C5H6O4,,,ESI,5000,,0,,131.03389,M+H,+,1,0,120,,,,,153.01583,M+Na,+,1,0,60,,,,,148.06043,M+NH4,+,1,0,60,,,,,129.01933,M-H,-,1,0,60,,,
"2,5-Dioxopentanoate",XIC,eTargetCompound,C5H6O4,,,ESI,5000,,0,,131.03389,M+H,+,1,0,120,,,,,153.01583,M+Na,+,1,0,60,,,,,148.06043,M+NH4,+,1,0,60,,,,,129.01933,M-H,-,1,0,60,,,
"4,5-Dioxopentanoate",XIC,eTargetCompound,C5H6O4,,,ESI,5000,,0,,131.03389,M+H,+,1,0,120,,,,,153.01583,M+Na,+,1,0,60,,,,,148.06043,M+NH4,+,1,0,60,,,,,129.01933,M-H,-,1,0,60,,,
Acetylpyruvate,XIC,eTargetCompound,C5H6O4,,,ESI,5000,,0,,131.03389,M+H,+,1,0,120,,,,,153.01583,M+Na,+,1,0,60,,,,,148.06043,M+NH4,+,1,0,60,,,,,129.01933,M-H,-,1,0,60,,,
Citraconic acid,XIC,eTargetCompound,C5H6O4,,,ESI,5000,,0,,131.03389,M+H,+,1,0,120,,,,,153.01583,M+Na,+,1,0,60,,,,,148.06043,M+NH4,+,1,0,60,,,,,129.01933,M-H,-,1,0,60,,,
Glutaconic acid,XIC,eTargetCompound,C5H6O4,,,ESI,5000,,0,,131.03389,M+H,+,1,0,120,,,,,153.01583,M+Na,+,1,0,60,,,,,148.06043,M+NH4,+,1,0,60,,,,,129.01933,M-H,-,1,0,60,,,
Itaconic acid ,XIC,eTargetCompound,C5H6O4,,,ESI,5000,,0,,131.03389,M+H,+,1,0,120,,,,,153.01583,M+Na,+,1,0,60,,,,,148.06043,M+NH4,+,1,0,60,,,,,129.01933,M-H,-,1,0,60,,,
Mesaconic acid,XIC,eTargetCompound,C5H6O4,,,ESI,5000,,0,,131.03389,M+H,+,1,0,120,,,,,153.01583,M+Na,+,1,0,60,,,,,148.06043,M+NH4,+,1,0,60,,,,,129.01933,M-H,-,1,0,60,,,
AM004_3-Methyl-2-oxopentanoate,XIC,eTargetCompound,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.0557,M-,-,1,15.71,60,,,
(R)-Pantolactone,XIC,eTargetCompound,C6H10O3,,,ESI,5000,,0,,131.07027,M+H,+,1,0,120,,,,,153.05222,M+Na,+,1,0,60,,,,,148.09682,M+NH4,+,1,0,60,,,,,129.05572,M-H,-,1,0,60,,,
(S)-3-Methyl-2-oxopentanoic acid,XIC,eTargetCompound,C6H10O3,,,ESI,5000,,0,,131.07027,M+H,+,1,0,120,,,,,153.05222,M+Na,+,1,0,60,,,,,148.09682,M+NH4,+,1,0,60,,,,,129.05572,M-H,-,1,0,60,,,
[FA oxo(6:0)] 2-oxo-hexanoic acid,XIC,eTargetCompound,C6H10O3,,,ESI,5000,,0,,131.07027,M+H,+,1,0,120,,,,,153.05222,M+Na,+,1,0,60,,,,,148.09682,M+NH4,+,1,0,60,,,,,129.05572,M-H,-,1,0,60,,,
[FA oxo(6:0)] 3-oxo-hexanoic acid,XIC,eTargetCompound,C6H10O3,,,ESI,5000,,0,,131.07027,M+H,+,1,0,120,,,,,153.05222,M+Na,+,1,0,60,,,,,148.09682,M+NH4,+,1,0,60,,,,,129.05572,M-H,-,1,0,60,,,
[FA oxo(6:0)] 5-oxo-hexanoic acid,XIC,eTargetCompound,C6H10O3,,,ESI,5000,,0,,131.07027,M+H,+,1,0,120,,,,,153.05222,M+Na,+,1,0,60,,,,,148.09682,M+NH4,+,1,0,60,,,,,129.05572,M-H,-,1,0,60,,,
3-Oxo-4-methylpentanoic acid,XIC,eTargetCompound,C6H10O3,,,ESI,5000,,0,,131.07027,M+H,+,1,0,120,,,,,153.05222,M+Na,+,1,0,60,,,,,148.09682,M+NH4,+,1,0,60,,,,,129.05572,M-H,-,1,0,60,,,
4-Methyl-2-oxopentanoate,XIC,eTargetCompound,C6H10O3,,,ESI,5000,,0,,131.07027,M+H,+,1,0,120,,,,,153.05222,M+Na,+,1,0,60,,,,,148.09682,M+NH4,+,1,0,60,,,,,129.05572,M-H,-,1,0,60,,,
6-Hydroxyhexan-6-olide,XIC,eTargetCompound,C6H10O3,,,ESI,5000,,0,,131.07027,M+H,+,1,0,120,,,,,153.05222,M+Na,+,1,0,60,,,,,148.09682,M+NH4,+,1,0,60,,,,,129.05572,M-H,-,1,0,60,,,
Ethyl 3-oxobutanoate,XIC,eTargetCompound,C6H10O3,,,ESI,5000,,0,,131.07027,M+H,+,1,0,120,,,,,153.05222,M+Na,+,1,0,60,,,,,148.09682,M+NH4,+,1,0,60,,,,,129.05572,M-H,-,1,0,60,,,
Mevalonolactone; Divalonic acid,XIC,eTargetCompound,C6H10O3,,,ESI,5000,,0,,131.07027,M+H,+,1,0,120,,,,,153.05222,M+Na,+,1,0,60,,,,,148.09682,M+NH4,+,1,0,60,,,,,129.05572,M-H,-,1,0,60,,,
Leucinamide,XIC,eTargetCompound,C6H14N2O,,,ESI,5000,,0,,131.11789,M+H,+,1,0,120,,,,,153.09983,M+Na,+,1,0,60,,,,,148.14444,M+NH4,+,1,0,60,,,,,129.10334,M-H,-,1,0,60,,,
N-Acetylputrescine,XIC,eTargetCompound,C6H14N2O,,,ESI,5000,,0,,131.11789,M+H,+,1,0,120,,,,,153.09983,M+Na,+,1,0,60,,,,,148.14444,M+NH4,+,1,0,60,,,,,129.10334,M-H,-,1,0,60,,,
Agmatine,XIC,eTargetCompound,C5H14N4,,,ESI,5000,,0,,131.12912,M+H,+,1,0,120,,,,,153.11107,M+Na,+,1,0,60,,,,,148.15567,M+NH4,+,1,0,60,,,,,129.11457,M-H,-,1,0,60,,,
1-Octanol,XIC,eTargetCompound,C8H18O,,,ESI,5000,,0,,131.14304,M+H,+,1,0,120,,,,,153.12499,M+Na,+,1,0,60,,,,,148.16959,M+NH4,+,1,0,60,,,,,129.12849,M-H,-,1,0,60,,,
2-Ethylhexan-1-ol,XIC,eTargetCompound,C8H18O,,,ESI,5000,,0,,131.14304,M+H,+,1,0,120,,,,,153.12499,M+Na,+,1,0,60,,,,,148.16959,M+NH4,+,1,0,60,,,,,129.12849,M-H,-,1,0,60,,,
2-Oxosuccinamate,XIC,eTargetCompound,C4H5NO4,,,ESI,5000,,0,,132.02913,M+H,+,1,0,120,,,,,154.01108,M+Na,+,1,0,60,,,,,149.05568,M+NH4,+,1,0,60,,,,,130.01458,M-H,-,1,0,60,,,
Iminoaspartate,XIC,eTargetCompound,C4H5NO4,,,ESI,5000,,0,,132.02913,M+H,+,1,0,120,,,,,154.01108,M+Na,+,1,0,60,,,,,149.05568,M+NH4,+,1,0,60,,,,,130.01458,M-H,-,1,0,60,,,
(S)-4-Amino-5-oxopentanoate,XIC,eTargetCompound,C5H9NO3,,,ESI,5000,,0,,132.06552,M+H,+,1,0,120,,,,,154.04746,M+Na,+,1,0,60,,,,,149.09207,M+NH4,+,1,0,60,,,,,130.05097,M-H,-,1,0,60,,,
2-Amino-4-oxopentanoic acid,XIC,eTargetCompound,C5H9NO3,,,ESI,5000,,0,,132.06552,M+H,+,1,0,120,,,,,154.04746,M+Na,+,1,0,60,,,,,149.09207,M+NH4,+,1,0,60,,,,,130.05097,M-H,-,1,0,60,,,
3-Hydroxy-L-proline,XIC,eTargetCompound,C5H9NO3,,,ESI,5000,,0,,132.06552,M+H,+,1,0,120,,,,,154.04746,M+Na,+,1,0,60,,,,,149.09207,M+NH4,+,1,0,60,,,,,130.05097,M-H,-,1,0,60,,,
4-Hydroxyproline,XIC,eTargetCompound,C5H9NO3,,,ESI,5000,,0,,132.06552,M+H,+,1,0,120,,,,,154.04746,M+Na,+,1,0,60,,,,,149.09207,M+NH4,+,1,0,60,,,,,130.05097,M-H,-,1,0,60,,,
5-Amino-2-oxopentanoic acid,XIC,eTargetCompound,C5H9NO3,,,ESI,5000,,0,,132.06552,M+H,+,1,0,120,,,,,154.04746,M+Na,+,1,0,60,,,,,149.09207,M+NH4,+,1,0,60,,,,,130.05097,M-H,-,1,0,60,,,
5-Aminolevulinate,XIC,eTargetCompound,C5H9NO3,,,ESI,5000,,0,,132.06552,M+H,+,1,0,120,,,,,154.04746,M+Na,+,1,0,60,,,,,149.09207,M+NH4,+,1,0,60,,,,,130.05097,M-H,-,1,0,60,,,
cis-4-Hydroxy-D-proline,XIC,eTargetCompound,C5H9NO3,,,ESI,5000,,0,,132.06552,M+H,+,1,0,120,,,,,154.04746,M+Na,+,1,0,60,,,,,149.09207,M+NH4,+,1,0,60,,,,,130.05097,M-H,-,1,0,60,,,
cis-4-Hydroxy-L-proline,XIC,eTargetCompound,C5H9NO3,,,ESI,5000,,0,,132.06552,M+H,+,1,0,120,,,,,154.04746,M+Na,+,1,0,60,,,,,149.09207,M+NH4,+,1,0,60,,,,,130.05097,M-H,-,1,0,60,,,
L-Glutamate 5-semialdehyde,XIC,eTargetCompound,C5H9NO3,,,ESI,5000,,0,,132.06552,M+H,+,1,0,120,,,,,154.04746,M+Na,+,1,0,60,,,,,149.09207,M+NH4,+,1,0,60,,,,,130.05097,M-H,-,1,0,60,,,
N-Acetyl-beta-alanine,XIC,eTargetCompound,C5H9NO3,,,ESI,5000,,0,,132.06552,M+H,+,1,0,120,,,,,154.04746,M+Na,+,1,0,60,,,,,149.09207,M+NH4,+,1,0,60,,,,,130.05097,M-H,-,1,0,60,,,
N-Acetyl-DL-Serine,XIC,eTargetCompound,C5H9NO3,,,ESI,5000,,0,,132.06552,M+H,+,1,0,120,,,,,154.04746,M+Na,+,1,0,60,,,,,149.09207,M+NH4,+,1,0,60,,,,,130.05097,M-H,-,1,0,60,,,
N-Acetyl-L-alanine,XIC,eTargetCompound,C5H9NO3,,,ESI,5000,,0,,132.06552,M+H,+,1,0,120,,,,,154.04746,M+Na,+,1,0,60,,,,,149.09207,M+NH4,+,1,0,60,,,,,130.05097,M-H,-,1,0,60,,,
trans-L-3-Hydroxyproline,XIC,eTargetCompound,C5H9NO3,,,ESI,5000,,0,,132.06552,M+H,+,1,0,120,,,,,154.04746,M+Na,+,1,0,60,,,,,149.09207,M+NH4,+,1,0,60,,,,,130.05097,M-H,-,1,0,60,,,
3-Guanidinopropanoate,XIC,eTargetCompound,C4H9N3O2,,,ESI,5000,,0,,132.07675,M+H,+,1,0,120,,,,,154.0587,M+Na,+,1,0,60,,,,,149.1033,M+NH4,+,1,0,60,,,,,130.0622,M-H,-,1,0,60,,,
Creatine,XIC,eTargetCompound,C4H9N3O2,,,ESI,5000,,0,,132.07675,M+H,+,1,0,120,,,,,154.0587,M+Na,+,1,0,60,,,,,149.1033,M+NH4,+,1,0,60,,,,,130.0622,M-H,-,1,0,60,,,
3-Methylindole,XIC,eTargetCompound,C9H9N,,,ESI,5000,,0,,132.08078,M+H,+,1,0,120,,,,,154.06272,M+Na,+,1,0,60,,,,,149.10732,M+NH4,+,1,0,60,,,,,130.06622,M-H,-,1,0,60,,,
Benzenepropanenitrile,XIC,eTargetCompound,C9H9N,,,ESI,5000,,0,,132.08078,M+H,+,1,0,120,,,,,154.06272,M+Na,+,1,0,60,,,,,149.10732,M+NH4,+,1,0,60,,,,,130.06622,M-H,-,1,0,60,,,
(3R)-beta-Leucine,XIC,eTargetCompound,C6H13NO2,,,ESI,5000,,0,,132.10191,M+H,+,1,0,120,,,,,154.08385,M+Na,+,1,0,60,,,,,149.12845,M+NH4,+,1,0,60,,,,,130.08735,M-H,-,1,0,60,,,
beta-Alaninebetaine,XIC,eTargetCompound,C6H13NO2,,,ESI,5000,,0,,132.10191,M+H,+,1,0,120,,,,,154.08385,M+Na,+,1,0,60,,,,,149.12845,M+NH4,+,1,0,60,,,,,130.08735,M-H,-,1,0,60,,,
Beta-Leucine,XIC,eTargetCompound,C6H13NO2,,,ESI,5000,,0,,132.10191,M+H,+,1,0,120,,,,,154.08385,M+Na,+,1,0,60,,,,,149.12845,M+NH4,+,1,0,60,,,,,130.08735,M-H,-,1,0,60,,,
D-Isoleucine,XIC,eTargetCompound,C6H13NO2,,,ESI,5000,,0,,132.10191,M+H,+,1,0,120,,,,,154.08385,M+Na,+,1,0,60,,,,,149.12845,M+NH4,+,1,0,60,,,,,130.08735,M-H,-,1,0,60,,,
D-Leucine,XIC,eTargetCompound,C6H13NO2,,,ESI,5000,,0,,132.10191,M+H,+,1,0,120,,,,,154.08385,M+Na,+,1,0,60,,,,,149.12845,M+NH4,+,1,0,60,,,,,130.08735,M-H,-,1,0,60,,,
L-Isoleucine,XIC,eTargetCompound,C6H13NO2,,,ESI,5000,,0,,132.10191,M+H,+,1,0,120,,,,,154.08385,M+Na,+,1,0,60,,,,,149.12845,M+NH4,+,1,0,60,,,,,130.08735,M-H,-,1,0,60,,,
L-Leucine,XIC,eTargetCompound,C6H13NO2,,,ESI,5000,,0,,132.10191,M+H,+,1,0,120,,,,,154.08385,M+Na,+,1,0,60,,,,,149.12845,M+NH4,+,1,0,60,,,,,130.08735,M-H,-,1,0,60,,,
L-Norleucine,XIC,eTargetCompound,C6H13NO2,,,ESI,5000,,0,,132.10191,M+H,+,1,0,120,,,,,154.08385,M+Na,+,1,0,60,,,,,149.12845,M+NH4,+,1,0,60,,,,,130.08735,M-H,-,1,0,60,,,
N-Carbamoylputrescine,XIC,eTargetCompound,C5H13N3O,,,ESI,5000,,0,,132.11314,M+H,+,1,0,120,,,,,154.09508,M+Na,+,1,0,60,,,,,149.13969,M+NH4,+,1,0,60,,,,,130.09859,M-H,-,1,0,60,,,
Bis(3-aminopropyl)amine,XIC,eTargetCompound,C6H17N3,,,ESI,5000,,0,,132.14952,M+H,+,1,0,120,,,,,154.13147,M+Na,+,1,0,60,,,,,149.17607,M+NH4,+,1,0,60,,,,,130.13497,M-H,-,1,0,60,,,
[FA hydroxy(4:1/2:0)] 2-hydroxy-2-butenedioic acid,XIC,eTargetCompound,C4H4O5,,,ESI,5000,,0,,133.01315,M+H,+,1,0,120,,,,,154.99509,M+Na,+,1,0,60,,,,,150.0397,M+NH4,+,1,0,60,,,,,130.9986,M-H,-,1,0,60,,,
Oxaloacetic acid ,XIC,eTargetCompound,C4H4O5,,,ESI,5000,,0,,133.01315,M+H,+,1,0,120,,,,,154.99509,M+Na,+,1,0,60,,,,,150.0397,M+NH4,+,1,0,60,,,,,130.9986,M-H,-,1,0,60,,,
"trans-2,3-Epoxysuccinate",XIC,eTargetCompound,C4H4O5,,,ESI,5000,,0,,133.01315,M+H,+,1,0,120,,,,,154.99509,M+Na,+,1,0,60,,,,,150.0397,M+NH4,+,1,0,60,,,,,130.9986,M-H,-,1,0,60,,,
Oxalureate,XIC,eTargetCompound,C3H4N2O4,,,ESI,5000,,0,,133.02438,M+H,+,1,0,120,,,,,155.00633,M+Na,+,1,0,60,,,,,150.05093,M+NH4,+,1,0,60,,,,,131.00983,M-H,-,1,0,60,,,
(S)-2-Acetolactate,XIC,eTargetCompound,C5H8O4,,,ESI,5000,,0,,133.04954,M+H,+,1,0,120,,,,,155.03148,M+Na,+,1,0,60,,,,,150.07608,M+NH4,+,1,0,60,,,,,131.03498,M-H,-,1,0,60,,,
"(S)-4,5-dihydroxypentan-2,3-dione",XIC,eTargetCompound,C5H8O4,,,ESI,5000,,0,,133.04954,M+H,+,1,0,120,,,,,155.03148,M+Na,+,1,0,60,,,,,150.07608,M+NH4,+,1,0,60,,,,,131.03498,M-H,-,1,0,60,,,
"[FA hydroxy,methyl,oxo(4:0)] 3-hydroxy-3-methyl-2-oxo-butanoic acid",XIC,eTargetCompound,C5H8O4,,,ESI,5000,,0,,133.04954,M+H,+,1,0,120,,,,,155.03148,M+Na,+,1,0,60,,,,,150.07608,M+NH4,+,1,0,60,,,,,131.03498,M-H,-,1,0,60,,,
2-(Hydroxymethyl)-4-oxobutanoate,XIC,eTargetCompound,C5H8O4,,,ESI,5000,,0,,133.04954,M+H,+,1,0,120,,,,,155.03148,M+Na,+,1,0,60,,,,,150.07608,M+NH4,+,1,0,60,,,,,131.03498,M-H,-,1,0,60,,,
2-Acetolactate,XIC,eTargetCompound,C5H8O4,,,ESI,5000,,0,,133.04954,M+H,+,1,0,120,,,,,155.03148,M+Na,+,1,0,60,,,,,150.07608,M+NH4,+,1,0,60,,,,,131.03498,M-H,-,1,0,60,,,
4-Hydroxy-2-oxopentanoate,XIC,eTargetCompound,C5H8O4,,,ESI,5000,,0,,133.04954,M+H,+,1,0,120,,,,,155.03148,M+Na,+,1,0,60,,,,,150.07608,M+NH4,+,1,0,60,,,,,131.03498,M-H,-,1,0,60,,,
Deoxyribonolactone,XIC,eTargetCompound,C5H8O4,,,ESI,5000,,0,,133.04954,M+H,+,1,0,120,,,,,155.03148,M+Na,+,1,0,60,,,,,150.07608,M+NH4,+,1,0,60,,,,,131.03498,M-H,-,1,0,60,,,
Ethyl malonate,XIC,eTargetCompound,C5H8O4,,,ESI,5000,,0,,133.04954,M+H,+,1,0,120,,,,,155.03148,M+Na,+,1,0,60,,,,,150.07608,M+NH4,+,1,0,60,,,,,131.03498,M-H,-,1,0,60,,,
Glutaric acid,XIC,eTargetCompound,C5H8O4,,,ESI,5000,,0,,133.04954,M+H,+,1,0,120,,,,,155.03148,M+Na,+,1,0,60,,,,,150.07608,M+NH4,+,1,0,60,,,,,131.03498,M-H,-,1,0,60,,,
Methylsuccinic acid,XIC,eTargetCompound,C5H8O4,,,ESI,5000,,0,,133.04954,M+H,+,1,0,120,,,,,155.03148,M+Na,+,1,0,60,,,,,150.07608,M+NH4,+,1,0,60,,,,,131.03498,M-H,-,1,0,60,,,
Pteridine,XIC,eTargetCompound,C6H4N4,,,ESI,5000,,0,,133.05087,M+H,+,1,0,120,,,,,155.03282,M+Na,+,1,0,60,,,,,150.07742,M+NH4,+,1,0,60,,,,,131.03632,M-H,-,1,0,60,,,
D-Asparagine,XIC,eTargetCompound,C4H8N2O3,,,ESI,5000,,0,,133.06077,M+H,+,1,0,120,,,,,155.04271,M+Na,+,1,0,60,,,,,150.08732,M+NH4,+,1,0,60,,,,,131.04622,M-H,-,1,0,60,,,
Gly-Gly (Glycylglycylglycine),XIC,eTargetCompound,C4H8N2O3,,,ESI,5000,,0,,133.06077,M+H,+,1,0,120,,,,,155.04271,M+Na,+,1,0,60,,,,,150.08732,M+NH4,+,1,0,60,,,,,131.04622,M-H,-,1,0,60,,,
L-Asparagine,XIC,eTargetCompound,C4H8N2O3,,,ESI,5000,,0,,133.06077,M+H,+,1,0,120,,,,,155.04271,M+Na,+,1,0,60,,,,,150.08732,M+NH4,+,1,0,60,,,,,131.04622,M-H,-,1,0,60,,,
N-Carbamoylsarcosine,XIC,eTargetCompound,C4H8N2O3,,,ESI,5000,,0,,133.06077,M+H,+,1,0,120,,,,,155.04271,M+Na,+,1,0,60,,,,,150.08732,M+NH4,+,1,0,60,,,,,131.04622,M-H,-,1,0,60,,,
Ureidopropionic acid,XIC,eTargetCompound,C4H8N2O3,,,ESI,5000,,0,,133.06077,M+H,+,1,0,120,,,,,155.04271,M+Na,+,1,0,60,,,,,150.08732,M+NH4,+,1,0,60,,,,,131.04622,M-H,-,1,0,60,,,
Methylenediurea,XIC,eTargetCompound,C3H8N4O2,,,ESI,5000,,0,,133.072,M+H,+,1,0,120,,,,,155.05395,M+Na,+,1,0,60,,,,,150.09855,M+NH4,+,1,0,60,,,,,131.05745,M-H,-,1,0,60,,,
2-hydroxycaproic acid,XIC,eTargetCompound,C6H12O3,,,ESI,5000,,0,,133.08592,M+H,+,1,0,120,,,,,155.06787,M+Na,+,1,0,60,,,,,150.11247,M+NH4,+,1,0,60,,,,,131.07137,M-H,-,1,0,60,,,
6-Hydroxycaproic acid,XIC,eTargetCompound,C6H12O3,,,ESI,5000,,0,,133.08592,M+H,+,1,0,120,,,,,155.06787,M+Na,+,1,0,60,,,,,150.11247,M+NH4,+,1,0,60,,,,,131.07137,M-H,-,1,0,60,,,
D-2-Hydroxyisocaproate,XIC,eTargetCompound,C6H12O3,,,ESI,5000,,0,,133.08592,M+H,+,1,0,120,,,,,155.06787,M+Na,+,1,0,60,,,,,150.11247,M+NH4,+,1,0,60,,,,,131.07137,M-H,-,1,0,60,,,
"(2R,4S)-2,4-Diaminopentanoate",XIC,eTargetCompound,C5H12N2O2,,,ESI,5000,,0,,133.09715,M+H,+,1,0,120,,,,,155.0791,M+Na,+,1,0,60,,,,,150.1237,M+NH4,+,1,0,60,,,,,131.0826,M-H,-,1,0,60,,,
D-Ornithine,XIC,eTargetCompound,C5H12N2O2,,,ESI,5000,,0,,133.09715,M+H,+,1,0,120,,,,,155.0791,M+Na,+,1,0,60,,,,,150.1237,M+NH4,+,1,0,60,,,,,131.0826,M-H,-,1,0,60,,,
"Ornithine, L-Ornithine",XIC,eTargetCompound,C5H12N2O2,,,ESI,5000,,0,,133.09715,M+H,+,1,0,120,,,,,155.0791,M+Na,+,1,0,60,,,,,150.1237,M+NH4,+,1,0,60,,,,,131.0826,M-H,-,1,0,60,,,
D-Aspartate,XIC,eTargetCompound,C4H7NO4,,,ESI,5000,,0,,134.04478,M+H,+,1,0,120,,,,,156.02673,M+Na,+,1,0,60,,,,,151.07133,M+NH4,+,1,0,60,,,,,132.03023,M-H,-,1,0,60,,,
L-Aspartic acid,XIC,eTargetCompound,C4H7NO4,,,ESI,5000,,0,,134.04478,M+H,+,1,0,120,,,,,156.02673,M+Na,+,1,0,60,,,,,151.07133,M+NH4,+,1,0,60,,,,,132.03023,M-H,-,1,0,60,,,
Ureidoglycine,XIC,eTargetCompound,C3H7N3O3,,,ESI,5000,,0,,134.05602,M+H,+,1,0,120,,,,,156.03796,M+Na,+,1,0,60,,,,,151.08257,M+NH4,+,1,0,60,,,,,132.04146,M-H,-,1,0,60,,,
2-Oxindole,XIC,eTargetCompound,C8H7NO,,,ESI,5000,,0,,134.06004,M+H,+,1,0,120,,,,,156.04199,M+Na,+,1,0,60,,,,,151.08659,M+NH4,+,1,0,60,,,,,132.04549,M-H,-,1,0,60,,,
4-Hydroxyphenylacetonitrile,XIC,eTargetCompound,C8H7NO,,,ESI,5000,,0,,134.06004,M+H,+,1,0,120,,,,,156.04199,M+Na,+,1,0,60,,,,,151.08659,M+NH4,+,1,0,60,,,,,132.04549,M-H,-,1,0,60,,,
Indolin-2-one,XIC,eTargetCompound,C8H7NO,,,ESI,5000,,0,,134.06004,M+H,+,1,0,120,,,,,156.04199,M+Na,+,1,0,60,,,,,151.08659,M+NH4,+,1,0,60,,,,,132.04549,M-H,-,1,0,60,,,
Mandelonitrile,XIC,eTargetCompound,C8H7NO,,,ESI,5000,,0,,134.06004,M+H,+,1,0,120,,,,,156.04199,M+Na,+,1,0,60,,,,,151.08659,M+NH4,+,1,0,60,,,,,132.04549,M-H,-,1,0,60,,,
4-methylthiobutanaldoxime,XIC,eTargetCompound,C5H11NOS,,,ESI,5000,,0,,134.06341,M+H,+,1,0,120,,,,,156.04536,M+Na,+,1,0,60,,,,,151.08996,M+NH4,+,1,0,60,,,,,132.04886,M-H,-,1,0,60,,,
AM001_Malate,XIC,eTargetCompound,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0142,M-,-,1,17.41,60,,,
(R)-Malate,XIC,eTargetCompound,C4H6O5,,,ESI,5000,,0,,135.0288,M+H,+,1,0,120,,,,,157.01074,M+Na,+,1,0,60,,,,,152.05535,M+NH4,+,1,0,60,,,,,133.01425,M-H,-,1,0,60,,,
3-Dehydro-L-threonate,XIC,eTargetCompound,C4H6O5,,,ESI,5000,,0,,135.0288,M+H,+,1,0,120,,,,,157.01074,M+Na,+,1,0,60,,,,,152.05535,M+NH4,+,1,0,60,,,,,133.01425,M-H,-,1,0,60,,,
L-Malic acid,XIC,eTargetCompound,C4H6O5,,,ESI,5000,,0,,135.0288,M+H,+,1,0,120,,,,,157.01074,M+Na,+,1,0,60,,,,,152.05535,M+NH4,+,1,0,60,,,,,133.01425,M-H,-,1,0,60,,,
(-)-Ureidoglycolate,XIC,eTargetCompound,C3H6N2O4,,,ESI,5000,,0,,135.04003,M+H,+,1,0,120,,,,,157.02198,M+Na,+,1,0,60,,,,,152.06658,M+NH4,+,1,0,60,,,,,133.02548,M-H,-,1,0,60,,,
"S,S-Dimethyl-beta-propiothetin",XIC,eTargetCompound,C5H10O2S,,,ESI,5000,,0,,135.04743,M+H,+,1,0,120,,,,,157.02937,M+Na,+,1,0,60,,,,,152.07398,M+NH4,+,1,0,60,,,,,133.03287,M-H,-,1,0,60,,,
"(R)-2,3-Dihydroxy-3-methylbutanoate",XIC,eTargetCompound,C5H10O4,,,ESI,5000,,0,,135.06519,M+H,+,1,0,120,,,,,157.04713,M+Na,+,1,0,60,,,,,152.09173,M+NH4,+,1,0,60,,,,,133.05063,M-H,-,1,0,60,,,
1-Deoxy-D-xylulose,XIC,eTargetCompound,C5H10O4,,,ESI,5000,,0,,135.06519,M+H,+,1,0,120,,,,,157.04713,M+Na,+,1,0,60,,,,,152.09173,M+NH4,+,1,0,60,,,,,133.05063,M-H,-,1,0,60,,,
2-Deoxy-D-ribose; Deoxyribose,XIC,eTargetCompound,C5H10O4,,,ESI,5000,,0,,135.06519,M+H,+,1,0,120,,,,,157.04713,M+Na,+,1,0,60,,,,,152.09173,M+NH4,+,1,0,60,,,,,133.05063,M-H,-,1,0,60,,,
Dihydropteridine,XIC,eTargetCompound,C6H6N4,,,ESI,5000,,0,,135.06652,M+H,+,1,0,120,,,,,157.04847,M+Na,+,1,0,60,,,,,152.09307,M+NH4,+,1,0,60,,,,,133.05197,M-H,-,1,0,60,,,
L-Canaline,XIC,eTargetCompound,C4H10N2O3,,,ESI,5000,,0,,135.07642,M+H,+,1,0,120,,,,,157.05836,M+Na,+,1,0,60,,,,,152.10297,M+NH4,+,1,0,60,,,,,133.06187,M-H,-,1,0,60,,,
chavicol,XIC,eTargetCompound,C9H10O,,,ESI,5000,,0,,135.08044,M+H,+,1,0,120,,,,,157.06239,M+Na,+,1,0,60,,,,,152.10699,M+NH4,+,1,0,60,,,,,133.06589,M-H,-,1,0,60,,,
Cinnamyl alcohol,XIC,eTargetCompound,C9H10O,,,ESI,5000,,0,,135.08044,M+H,+,1,0,120,,,,,157.06239,M+Na,+,1,0,60,,,,,152.10699,M+NH4,+,1,0,60,,,,,133.06589,M-H,-,1,0,60,,,
Indan-1-ol,XIC,eTargetCompound,C9H10O,,,ESI,5000,,0,,135.08044,M+H,+,1,0,120,,,,,157.06239,M+Na,+,1,0,60,,,,,152.10699,M+NH4,+,1,0,60,,,,,133.06589,M-H,-,1,0,60,,,
