TraceFinder Compound Database Export,Schema Version 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,PEAK 1,,,,,,,,,,PEAK 2,,,,,,,,,,PEAK 3,,,,,,,,,,PEAK 4,,,,,,,,,,
CompoundName,ExperimentType,Compound Type,ChemicalFormula,Category,CAS,Ionization,ResponseThreshold,Internal Standard,Internal Standard Concentration,PrecursorMass,ExtractedMass,Adduct,Polarity,ChargeState,RT,Window,CollisionEnergy,Lens,EnergyRamp,PrecursorMass,ExtractedMass,Adduct,Polarity,ChargeState,RT,Window,CollisionEnergy,Lens,EnergyRamp,PrecursorMass,ExtractedMass,Adduct,Polarity,ChargeState,RT,Window,CollisionEnergy,Lens,EnergyRamp,PrecursorMass,ExtractedMass,Adduct,Polarity,ChargeState,RT,Window,CollisionEnergy,Lens,EnergyRamp
Gamma-Glutamylcysteine,XIC,eTargetCompound,C8H14N2O5S,,,ESI,5000,,0,,251.06962,M+H,+,1,0,120,,,,,273.05156,M+Na,+,1,0,60,,,,,268.09617,M+NH4,+,1,0,60,,,,,249.05507,M-H,-,1,0,60,,,
2-(5'-methylthio)pentylmalate,XIC,eTargetCompound,C10H18O5S,,,ESI,5000,,0,,251.09477,M+H,+,1,0,120,,,,,273.07672,M+Na,+,1,0,60,,,,,268.12132,M+NH4,+,1,0,60,,,,,249.08022,M-H,-,1,0,60,,,
Ubiquinone-1 (CoQ1),XIC,eTargetCompound,C14H18O4,,,ESI,5000,,0,,251.12779,M+H,+,1,0,120,,,,,273.10973,M+Na,+,1,0,60,,,,,268.15433,M+NH4,+,1,0,60,,,,,249.11323,M-H,-,1,0,60,,,
N-Caffeoylputrescine,XIC,eTargetCompound,C13H18N2O3,,,ESI,5000,,0,,251.13902,M+H,+,1,0,120,,,,,273.12096,M+Na,+,1,0,60,,,,,268.16557,M+NH4,+,1,0,60,,,,,249.12447,M-H,-,1,0,60,,,
Xanthoxin; Methoxsalen,XIC,eTargetCompound,C15H22O3,,,ESI,5000,,0,,251.16417,M+H,+,1,0,120,,,,,273.14612,M+Na,+,1,0,60,,,,,268.19072,M+NH4,+,1,0,60,,,,,249.14962,M-H,-,1,0,60,,,
"cis-N-Methyl-(S)-7,8,13,14-tetrahydroprotoberberine",XIC,eTargetCompound,C18H20N,,,ESI,5000,,0,,251.16685,M+H,+,1,0,120,,,,,273.1488,M+Na,+,1,0,60,,,,,268.1934,M+NH4,+,1,0,60,,,,,249.1523,M-H,-,1,0,60,,,
Methyl farnesoate,XIC,eTargetCompound,C16H26O2,,,ESI,5000,,0,,251.20056,M+H,+,1,0,120,,,,,273.1825,M+Na,+,1,0,60,,,,,268.22711,M+NH4,+,1,0,60,,,,,249.186,M-H,-,1,0,60,,,
Triton X-100,XIC,eTargetCompound,C16H26O2,,,ESI,5000,,0,,251.20056,M+H,+,1,0,120,,,,,273.1825,M+Na,+,1,0,60,,,,,268.22711,M+NH4,+,1,0,60,,,,,249.186,M-H,-,1,0,60,,,
N-Feruloylglycine,XIC,eTargetCompound,C12H13NO5,,,ESI,5000,,0,,252.08665,M+H,+,1,0,120,,,,,274.06859,M+Na,+,1,0,60,,,,,269.1132,M+NH4,+,1,0,60,,,,,250.0721,M-H,-,1,0,60,,,
Muramic acid,XIC,eTargetCompound,C9H17NO7,,,ESI,5000,,0,,252.10778,M+H,+,1,0,120,,,,,274.08972,M+Na,+,1,0,60,,,,,269.13433,M+NH4,+,1,0,60,,,,,250.09323,M-H,-,1,0,60,,,
5'-Deoxyadenosine,XIC,eTargetCompound,C10H13N5O3,,,ESI,5000,,0,,252.10912,M+H,+,1,0,120,,,,,274.09106,M+Na,+,1,0,60,,,,,269.13566,M+NH4,+,1,0,60,,,,,250.09456,M-H,-,1,0,60,,,
Cordycepin,XIC,eTargetCompound,C10H13N5O3,,,ESI,5000,,0,,252.10912,M+H,+,1,0,120,,,,,274.09106,M+Na,+,1,0,60,,,,,269.13566,M+NH4,+,1,0,60,,,,,250.09456,M-H,-,1,0,60,,,
Deoxyadenosine,XIC,eTargetCompound,C10H13N5O3,,,ESI,5000,,0,,252.10912,M+H,+,1,0,120,,,,,274.09106,M+Na,+,1,0,60,,,,,269.13566,M+NH4,+,1,0,60,,,,,250.09456,M-H,-,1,0,60,,,
5-Hydroxy-N-formylkynurenine,XIC,eTargetCompound,C11H12N2O5,,,ESI,5000,,0,,253.0819,M+H,+,1,0,120,,,,,275.06384,M+Na,+,1,0,60,,,,,270.10845,M+NH4,+,1,0,60,,,,,251.06734,M-H,-,1,0,60,,,
4'-O-Methylisoflavone,XIC,eTargetCompound,C16H12O3,,,ESI,5000,,0,,253.08592,M+H,+,1,0,120,,,,,275.06787,M+Na,+,1,0,60,,,,,270.11247,M+NH4,+,1,0,60,,,,,251.07137,M-H,-,1,0,60,,,
2'-Deoxyinosine,XIC,eTargetCompound,C10H12N4O4,,,ESI,5000,,0,,253.09313,M+H,+,1,0,120,,,,,275.07508,M+Na,+,1,0,60,,,,,270.11968,M+NH4,+,1,0,60,,,,,251.07858,M-H,-,1,0,60,,,
Cycasin,XIC,eTargetCompound,C8H16N2O7,,,ESI,5000,,0,,253.10303,M+H,+,1,0,120,,,,,275.08497,M+Na,+,1,0,60,,,,,270.12958,M+NH4,+,1,0,60,,,,,251.08847,M-H,-,1,0,60,,,
Ala-Tyr (Alanyltyrosine),XIC,eTargetCompound,C12H16N2O4,,,ESI,5000,,0,,253.11828,M+H,+,1,0,120,,,,,275.10023,M+Na,+,1,0,60,,,,,270.14483,M+NH4,+,1,0,60,,,,,251.10373,M-H,-,1,0,60,,,
L-Tyrosyl-L-alanine,XIC,eTargetCompound,C12H16N2O4,,,ESI,5000,,0,,253.11828,M+H,+,1,0,120,,,,,275.10023,M+Na,+,1,0,60,,,,,270.14483,M+NH4,+,1,0,60,,,,,251.10373,M-H,-,1,0,60,,,
"5-(3'-Carboxy-3'-oxopropenyl)-4,6-dihydroxypicolinate",XIC,eTargetCompound,C10H7NO7,,,ESI,5000,,0,,254.02953,M+H,+,1,0,120,,,,,276.01147,M+Na,+,1,0,60,,,,,271.05608,M+NH4,+,1,0,60,,,,,252.01497,M-H,-,1,0,60,,,
"5-(3-Carboxy-3-oxopropenyl)-4,6-dihydroxypyridine-2-carboxylate",XIC,eTargetCompound,C10H7NO7,,,ESI,5000,,0,,254.02953,M+H,+,1,0,120,,,,,276.01147,M+Na,+,1,0,60,,,,,271.05608,M+NH4,+,1,0,60,,,,,252.01497,M-H,-,1,0,60,,,
"5-Amino-4-chloro-2-(2,3-dihydroxyphenyl)-3(2H)-pyridazinone",XIC,eTargetCompound,C10H8N3O3Cl,,,ESI,5000,,0,,254.0327,M+H,+,1,0,120,,,,,276.01464,M+Na,+,1,0,60,,,,,271.05924,M+NH4,+,1,0,60,,,,,252.01814,M-H,-,1,0,60,,,
Neopterin ,XIC,eTargetCompound,C9H11N5O4,,,ESI,5000,,0,,254.08838,M+H,+,1,0,120,,,,,276.07033,M+Na,+,1,0,60,,,,,271.11493,M+NH4,+,1,0,60,,,,,252.07383,M-H,-,1,0,60,,,
NA004_ATP,XIC,eTargetCompound,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.4906,M-,-,1,46.04,60,,,
ND005_dGTP,XIC,eTargetCompound,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.4906,M-,-,1,43.44,60,,,
Shikimate 3-phosphate,XIC,eTargetCompound,C7H11O8P,,,ESI,5000,,0,,255.02643,M+H,+,1,0,120,,,,,277.00837,M+Na,+,1,0,60,,,,,272.05298,M+NH4,+,1,0,60,,,,,253.01188,M-H,-,1,0,60,,,
L-Djenkolic acid,XIC,eTargetCompound,C7H14N2O4S2,,,ESI,5000,,0,,255.04677,M+H,+,1,0,120,,,,,277.02872,M+Na,+,1,0,60,,,,,272.07332,M+NH4,+,1,0,60,,,,,253.03222,M-H,-,1,0,60,,,
5-L-Glutamyl-taurine,XIC,eTargetCompound,C7H14N2O6S,,,ESI,5000,,0,,255.06453,M+H,+,1,0,120,,,,,277.04648,M+Na,+,1,0,60,,,,,272.09108,M+NH4,+,1,0,60,,,,,253.04998,M-H,-,1,0,60,,,
[PK] Chrysophanol,XIC,eTargetCompound,C15H10O4,,,ESI,5000,,0,,255.06519,M+H,+,1,0,120,,,,,277.04713,M+Na,+,1,0,60,,,,,272.09173,M+NH4,+,1,0,60,,,,,253.05063,M-H,-,1,0,60,,,
Apigeninidin,XIC,eTargetCompound,C15H10O4,,,ESI,5000,,0,,255.06519,M+H,+,1,0,120,,,,,277.04713,M+Na,+,1,0,60,,,,,272.09173,M+NH4,+,1,0,60,,,,,253.05063,M-H,-,1,0,60,,,
Chrysin,XIC,eTargetCompound,C15H10O4,,,ESI,5000,,0,,255.06519,M+H,+,1,0,120,,,,,277.04713,M+Na,+,1,0,60,,,,,272.09173,M+NH4,+,1,0,60,,,,,253.05063,M-H,-,1,0,60,,,
"Daidzein; 4',7-Dihydroxy-Isoflavone",XIC,eTargetCompound,C15H10O4,,,ESI,5000,,0,,255.06519,M+H,+,1,0,120,,,,,277.04713,M+Na,+,1,0,60,,,,,272.09173,M+NH4,+,1,0,60,,,,,253.05063,M-H,-,1,0,60,,,
Hispidol,XIC,eTargetCompound,C15H10O4,,,ESI,5000,,0,,255.06519,M+H,+,1,0,120,,,,,277.04713,M+Na,+,1,0,60,,,,,272.09173,M+NH4,+,1,0,60,,,,,253.05063,M-H,-,1,0,60,,,
L-Arginine phosphate,XIC,eTargetCompound,C6H15N4O5P,,,ESI,5000,,0,,255.08528,M+H,+,1,0,120,,,,,277.06723,M+Na,+,1,0,60,,,,,272.11183,M+NH4,+,1,0,60,,,,,253.07073,M-H,-,1,0,60,,,
N-Ribosylnicotinamide,XIC,eTargetCompound,C11H14N2O5,,,ESI,5000,,0,,255.09755,M+H,+,1,0,120,,,,,277.07949,M+Na,+,1,0,60,,,,,272.1241,M+NH4,+,1,0,60,,,,,253.08299,M-H,-,1,0,60,,,
2-(beta-D-Glucosyl)-sn-glycerol,XIC,eTargetCompound,C9H18O8,,,ESI,5000,,0,,255.10744,M+H,+,1,0,120,,,,,277.08939,M+Na,+,1,0,60,,,,,272.13399,M+NH4,+,1,0,60,,,,,253.09289,M-H,-,1,0,60,,,
3-beta-D-Galactosyl-sn-glycerol,XIC,eTargetCompound,C9H18O8,,,ESI,5000,,0,,255.10744,M+H,+,1,0,120,,,,,277.08939,M+Na,+,1,0,60,,,,,272.13399,M+NH4,+,1,0,60,,,,,253.09289,M-H,-,1,0,60,,,
Elymoclavine,XIC,eTargetCompound,C16H18N2O,,,ESI,5000,,0,,255.14919,M+H,+,1,0,120,,,,,277.13113,M+Na,+,1,0,60,,,,,272.17574,M+NH4,+,1,0,60,,,,,253.13464,M-H,-,1,0,60,,,
"Estratetraenol; 1,3,5(10),16-ESTRATETRAEN-3-OL ",XIC,eTargetCompound,C18H22O,,,ESI,5000,,0,,255.17434,M+H,+,1,0,120,,,,,277.15629,M+Na,+,1,0,60,,,,,272.20089,M+NH4,+,1,0,60,,,,,253.15979,M-H,-,1,0,60,,,
Palmitoleic acid,XIC,eTargetCompound,C16H30O2,,,ESI,5000,,0,,255.23186,M+H,+,1,0,120,,,,,277.2138,M+Na,+,1,0,60,,,,,272.25841,M+NH4,+,1,0,60,,,,,253.2173,M-H,-,1,0,60,,,
1-(Indol-3-yl)propanol 3-phosphate,XIC,eTargetCompound,C11H14NO4P,,,ESI,5000,,0,,256.07332,M+H,+,1,0,120,,,,,278.05527,M+Na,+,1,0,60,,,,,273.09987,M+NH4,+,1,0,60,,,,,254.05877,M-H,-,1,0,60,,,
"2-Amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8- dihydropteridine",XIC,eTargetCompound,C9H13N5O4,,,ESI,5000,,0,,256.10403,M+H,+,1,0,120,,,,,278.08598,M+Na,+,1,0,60,,,,,273.13058,M+NH4,+,1,0,60,,,,,254.08948,M-H,-,1,0,60,,,
"7,8-Dihydroneopterin",XIC,eTargetCompound,C9H13N5O4,,,ESI,5000,,0,,256.10403,M+H,+,1,0,120,,,,,278.08598,M+Na,+,1,0,60,,,,,273.13058,M+NH4,+,1,0,60,,,,,254.08948,M-H,-,1,0,60,,,
N-D-Glucosylarylamine,XIC,eTargetCompound,C12H17NO5,,,ESI,5000,,0,,256.11795,M+H,+,1,0,120,,,,,278.09989,M+Na,+,1,0,60,,,,,273.1445,M+NH4,+,1,0,60,,,,,254.1034,M-H,-,1,0,60,,,
L-Pyrrolysine,XIC,eTargetCompound,C12H21N3O3,,,ESI,5000,,0,,256.16557,M+H,+,1,0,120,,,,,278.14751,M+Na,+,1,0,60,,,,,273.19212,M+NH4,+,1,0,60,,,,,254.15101,M-H,-,1,0,60,,,
Hexadecanamide; Palmitic amide,XIC,eTargetCompound,C16H33NO,,,ESI,5000,,0,,256.26349,M+H,+,1,0,120,,,,,278.24544,M+Na,+,1,0,60,,,,,273.29004,M+NH4,+,1,0,60,,,,,254.24894,M-H,-,1,0,60,,,
Ascorbic acid-2-sulfate,XIC,eTargetCompound,C6H8O9S,,,ESI,5000,,0,,256.99618,M+H,+,1,0,120,,,,,278.97812,M+Na,+,1,0,60,,,,,274.02273,M+NH4,+,1,0,60,,,,,254.98163,M-H,-,1,0,60,,,
L-Ascorbate 6-phosphate,XIC,eTargetCompound,C6H9O9P,,,ESI,5000,,0,,257.00569,M+H,+,1,0,120,,,,,278.98764,M+Na,+,1,0,60,,,,,274.03224,M+NH4,+,1,0,60,,,,,254.99114,M-H,-,1,0,60,,,
Purpurin,XIC,eTargetCompound,C14H8O5,,,ESI,5000,,0,,257.04445,M+H,+,1,0,120,,,,,279.02639,M+Na,+,1,0,60,,,,,274.071,M+NH4,+,1,0,60,,,,,255.0299,M-H,-,1,0,60,,,
"(6aR,11aR)-3,9-Dihydroxypterocarpan",XIC,eTargetCompound,C15H12O4,,,ESI,5000,,0,,257.08084,M+H,+,1,0,120,,,,,279.06278,M+Na,+,1,0,60,,,,,274.10738,M+NH4,+,1,0,60,,,,,255.06628,M-H,-,1,0,60,,,
"[Fv Trihydrox] 2',4',6'-Trihydroxychalcone",XIC,eTargetCompound,C15H12O4,,,ESI,5000,,0,,257.08084,M+H,+,1,0,120,,,,,279.06278,M+Na,+,1,0,60,,,,,274.10738,M+NH4,+,1,0,60,,,,,255.06628,M-H,-,1,0,60,,,
[Fv] Pinocembrin,XIC,eTargetCompound,C15H12O4,,,ESI,5000,,0,,257.08084,M+H,+,1,0,120,,,,,279.06278,M+Na,+,1,0,60,,,,,274.10738,M+NH4,+,1,0,60,,,,,255.06628,M-H,-,1,0,60,,,
Isoliquiritigenin,XIC,eTargetCompound,C15H12O4,,,ESI,5000,,0,,257.08084,M+H,+,1,0,120,,,,,279.06278,M+Na,+,1,0,60,,,,,274.10738,M+NH4,+,1,0,60,,,,,255.06628,M-H,-,1,0,60,,,
Liquiritigenin,XIC,eTargetCompound,C15H12O4,,,ESI,5000,,0,,257.08084,M+H,+,1,0,120,,,,,279.06278,M+Na,+,1,0,60,,,,,274.10738,M+NH4,+,1,0,60,,,,,255.06628,M-H,-,1,0,60,,,
Nicotinate D-ribonucleoside,XIC,eTargetCompound,C11H14NO6,,,ESI,5000,,0,,257.08939,M+H,+,1,0,120,,,,,279.07133,M+Na,+,1,0,60,,,,,274.11594,M+NH4,+,1,0,60,,,,,255.07484,M-H,-,1,0,60,,,
"1-(beta-D-Ribofuranosyl)-1,4-dihydronicotinamide",XIC,eTargetCompound,C11H16N2O5,,,ESI,5000,,0,,257.1132,M+H,+,1,0,120,,,,,279.09514,M+Na,+,1,0,60,,,,,274.13975,M+NH4,+,1,0,60,,,,,255.09864,M-H,-,1,0,60,,,
Pterostilbene,XIC,eTargetCompound,C16H16O3,,,ESI,5000,,0,,257.11722,M+H,+,1,0,120,,,,,279.09917,M+Na,+,1,0,60,,,,,274.14377,M+NH4,+,1,0,60,,,,,255.10267,M-H,-,1,0,60,,,
2-(3-Carboxy-3-aminopropyl)-L-histidine,XIC,eTargetCompound,C10H16N4O4,,,ESI,5000,,0,,257.12443,M+H,+,1,0,120,,,,,279.10638,M+Na,+,1,0,60,,,,,274.15098,M+NH4,+,1,0,60,,,,,255.10988,M-H,-,1,0,60,,,
Phenolic steroid,XIC,eTargetCompound,C18H24O,,,ESI,5000,,0,,257.18999,M+H,+,1,0,120,,,,,279.17194,M+Na,+,1,0,60,,,,,274.21654,M+NH4,+,1,0,60,,,,,255.17544,M-H,-,1,0,60,,,
Hexadecanoic acid,XIC,eTargetCompound,C16H32O2,,,ESI,5000,,0,,257.24751,M+H,+,1,0,120,,,,,279.22945,M+Na,+,1,0,60,,,,,274.27406,M+NH4,+,1,0,60,,,,,255.23295,M-H,-,1,0,60,,,
N-Benzoyl-4-hydroxyanthranilate,XIC,eTargetCompound,C14H11NO4,,,ESI,5000,,0,,258.07608,M+H,+,1,0,120,,,,,280.05803,M+Na,+,1,0,60,,,,,275.10263,M+NH4,+,1,0,60,,,,,256.06153,M-H,-,1,0,60,,,
sn-glycero-3-Phosphocholine,XIC,eTargetCompound,C8H20NO6P,,,ESI,5000,,0,,258.1101,M+H,+,1,0,120,,,,,280.09205,M+Na,+,1,0,60,,,,,275.13665,M+NH4,+,1,0,60,,,,,256.09555,M-H,-,1,0,60,,,
4a-Hydroxytetrahydrobiopterin,XIC,eTargetCompound,C9H15N5O4,,,ESI,5000,,0,,258.11968,M+H,+,1,0,120,,,,,280.10163,M+Na,+,1,0,60,,,,,275.14623,M+NH4,+,1,0,60,,,,,256.10513,M-H,-,1,0,60,,,
Triphosphate,XIC,eTargetCompound,H5O10P3,,,ESI,5000,,0,,258.91683,M+H,+,1,0,120,,,,,280.89878,M+Na,+,1,0,60,,,,,275.94338,M+NH4,+,1,0,60,,,,,256.90228,M-H,-,1,0,60,,,
2-Dehydro-3-deoxy-6-phospho-D-gluconate,XIC,eTargetCompound,C6H11O9P,,,ESI,5000,,0,,259.02134,M+H,+,1,0,120,,,,,281.00329,M+Na,+,1,0,60,,,,,276.04789,M+NH4,+,1,0,60,,,,,257.00679,M-H,-,1,0,60,,,
2-Dehydro-3-deoxy-D-galactonate 6-phosphate,XIC,eTargetCompound,C6H11O9P,,,ESI,5000,,0,,259.02134,M+H,+,1,0,120,,,,,281.00329,M+Na,+,1,0,60,,,,,276.04789,M+NH4,+,1,0,60,,,,,257.00679,M-H,-,1,0,60,,,
6-Phospho-5-dehydro-2-deoxy-D-gluconate,XIC,eTargetCompound,C6H11O9P,,,ESI,5000,,0,,259.02134,M+H,+,1,0,120,,,,,281.00329,M+Na,+,1,0,60,,,,,276.04789,M+NH4,+,1,0,60,,,,,257.00679,M-H,-,1,0,60,,,
"D-Glucono-1,5-lactone 6-phosphate",XIC,eTargetCompound,C6H11O9P,,,ESI,5000,,0,,259.02134,M+H,+,1,0,120,,,,,281.00329,M+Na,+,1,0,60,,,,,276.04789,M+NH4,+,1,0,60,,,,,257.00679,M-H,-,1,0,60,,,
(1-Ribosylimidazole)-4-acetate,XIC,eTargetCompound,C10H14N2O6,,,ESI,5000,,0,,259.09246,M+H,+,1,0,120,,,,,281.07441,M+Na,+,1,0,60,,,,,276.11901,M+NH4,+,1,0,60,,,,,257.07791,M-H,-,1,0,60,,,
Tetradecanedioic acid ,XIC,eTargetCompound,C14H26O4,,,ESI,5000,,0,,259.19039,M+H,+,1,0,120,,,,,281.17233,M+Na,+,1,0,60,,,,,276.21693,M+NH4,+,1,0,60,,,,,257.17583,M-H,-,1,0,60,,,
N-Sulfo-D-glucosamine,XIC,eTargetCompound,C6H13NO8S,,,ESI,5000,,0,,260.04346,M+H,+,1,0,120,,,,,282.02541,M+Na,+,1,0,60,,,,,277.07001,M+NH4,+,1,0,60,,,,,258.02891,M-H,-,1,0,60,,,
1-Amino-1-deoxy-scyllo-inositol 4-phosphate,XIC,eTargetCompound,C6H14NO8P,,,ESI,5000,,0,,260.05298,M+H,+,1,0,120,,,,,282.03492,M+Na,+,1,0,60,,,,,277.07953,M+NH4,+,1,0,60,,,,,258.03843,M-H,-,1,0,60,,,
alpha-D-Glucosamine 1-phosphate,XIC,eTargetCompound,C6H14NO8P,,,ESI,5000,,0,,260.05298,M+H,+,1,0,120,,,,,282.03492,M+Na,+,1,0,60,,,,,277.07953,M+NH4,+,1,0,60,,,,,258.03843,M-H,-,1,0,60,,,
Aminofructose 6-phosphate,XIC,eTargetCompound,C6H14NO8P,,,ESI,5000,,0,,260.05298,M+H,+,1,0,120,,,,,282.03492,M+Na,+,1,0,60,,,,,277.07953,M+NH4,+,1,0,60,,,,,258.03843,M-H,-,1,0,60,,,
D-Galactosamine 1-phosphate,XIC,eTargetCompound,C6H14NO8P,,,ESI,5000,,0,,260.05298,M+H,+,1,0,120,,,,,282.03492,M+Na,+,1,0,60,,,,,277.07953,M+NH4,+,1,0,60,,,,,258.03843,M-H,-,1,0,60,,,
D-Galactosamine 6-phosphate,XIC,eTargetCompound,C6H14NO8P,,,ESI,5000,,0,,260.05298,M+H,+,1,0,120,,,,,282.03492,M+Na,+,1,0,60,,,,,277.07953,M+NH4,+,1,0,60,,,,,258.03843,M-H,-,1,0,60,,,
D-Glucosamine 6-phosphate,XIC,eTargetCompound,C6H14NO8P,,,ESI,5000,,0,,260.05298,M+H,+,1,0,120,,,,,282.03492,M+Na,+,1,0,60,,,,,277.07953,M+NH4,+,1,0,60,,,,,258.03843,M-H,-,1,0,60,,,
Kanosamine 6-phosphate,XIC,eTargetCompound,C6H14NO8P,,,ESI,5000,,0,,260.05298,M+H,+,1,0,120,,,,,282.03492,M+Na,+,1,0,60,,,,,277.07953,M+NH4,+,1,0,60,,,,,258.03843,M-H,-,1,0,60,,,
1-(4-amino-2-methylpyrimid-5-ylmethyl)-3-(&beta;-hydroxyethyl)-2-methylpyridinium bromide,XIC,eTargetCompound,C14H19N4O,,,ESI,5000,,0,,260.16316,M+H,+,1,0,120,,,,,282.14511,M+Na,+,1,0,60,,,,,277.18971,M+NH4,+,1,0,60,,,,,258.14861,M-H,-,1,0,60,,,
2-Heptyl-4-hydroxyquinoline-N-oxide,XIC,eTargetCompound,C16H21NO2,,,ESI,5000,,0,,260.16451,M+H,+,1,0,120,,,,,282.14645,M+Na,+,1,0,60,,,,,277.19105,M+NH4,+,1,0,60,,,,,258.14995,M-H,-,1,0,60,,,
Hexanoylcarnitine,XIC,eTargetCompound,C13H25NO4,,,ESI,5000,,0,,260.18563,M+H,+,1,0,120,,,,,282.16758,M+Na,+,1,0,60,,,,,277.21218,M+NH4,+,1,0,60,,,,,258.17108,M-H,-,1,0,60,,,
S-Methyl-5-thio-D-ribose 1-phosphate,XIC,eTargetCompound,C6H13O7PS,,,ESI,5000,,0,,261.01924,M+H,+,1,0,120,,,,,283.00118,M+Na,+,1,0,60,,,,,278.04579,M+NH4,+,1,0,60,,,,,259.00468,M-H,-,1,0,60,,,
S-Methyl-5-thio-D-ribulose 1-phosphate,XIC,eTargetCompound,C6H13O7PS,,,ESI,5000,,0,,261.01924,M+H,+,1,0,120,,,,,283.00118,M+Na,+,1,0,60,,,,,278.04579,M+NH4,+,1,0,60,,,,,259.00468,M-H,-,1,0,60,,,
D-Glucose 6-sulfate,XIC,eTargetCompound,C6H12O9S,,,ESI,5000,,0,,261.02748,M+H,+,1,0,120,,,,,283.00942,M+Na,+,1,0,60,,,,,278.05403,M+NH4,+,1,0,60,,,,,259.01293,M-H,-,1,0,60,,,
AF002_F6P,XIC,eTargetCompound,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.0224,M-,-,1,19.57,60,,,
AG005_G1P,XIC,eTargetCompound,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.0224,M-,-,1,14.61,60,,,
AG006_G6P,XIC,eTargetCompound,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.0224,M-,-,1,19.57,60,,,
AG008_Galactose-1-phosphate,XIC,eTargetCompound,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.0224,M-,-,1,14.61,30,,,
1D-myo-Inositol 3-phosphate,XIC,eTargetCompound,C6H13O9P,,,ESI,5000,,0,,261.03699,M+H,+,1,0,120,,,,,283.01894,M+Na,+,1,0,60,,,,,278.06354,M+NH4,+,1,0,60,,,,,259.02244,M-H,-,1,0,60,,,
alpha-D-Fructose 1-phosphate ,XIC,eTargetCompound,C6H13O9P,,,ESI,5000,,0,,261.03699,M+H,+,1,0,120,,,,,283.01894,M+Na,+,1,0,60,,,,,278.06354,M+NH4,+,1,0,60,,,,,259.02244,M-H,-,1,0,60,,,
alpha-D-Fructose 6-phosphate ,XIC,eTargetCompound,C6H13O9P,,,ESI,5000,,0,,261.03699,M+H,+,1,0,120,,,,,283.01894,M+Na,+,1,0,60,,,,,278.06354,M+NH4,+,1,0,60,,,,,259.02244,M-H,-,1,0,60,,,
alpha-D-Glucose 6- phosphate,XIC,eTargetCompound,C6H13O9P,,,ESI,5000,,0,,261.03699,M+H,+,1,0,120,,,,,283.01894,M+Na,+,1,0,60,,,,,278.06354,M+NH4,+,1,0,60,,,,,259.02244,M-H,-,1,0,60,,,
beta-D-Fructose 2-phosphate,XIC,eTargetCompound,C6H13O9P,,,ESI,5000,,0,,261.03699,M+H,+,1,0,120,,,,,283.01894,M+Na,+,1,0,60,,,,,278.06354,M+NH4,+,1,0,60,,,,,259.02244,M-H,-,1,0,60,,,
beta-D-Fructose 6-phosphate,XIC,eTargetCompound,C6H13O9P,,,ESI,5000,,0,,261.03699,M+H,+,1,0,120,,,,,283.01894,M+Na,+,1,0,60,,,,,278.06354,M+NH4,+,1,0,60,,,,,259.02244,M-H,-,1,0,60,,,
beta-D-Glucose 1-phosphate,XIC,eTargetCompound,C6H13O9P,,,ESI,5000,,0,,261.03699,M+H,+,1,0,120,,,,,283.01894,M+Na,+,1,0,60,,,,,278.06354,M+NH4,+,1,0,60,,,,,259.02244,M-H,-,1,0,60,,,
beta-D-Glucose 6-phosphate,XIC,eTargetCompound,C6H13O9P,,,ESI,5000,,0,,261.03699,M+H,+,1,0,120,,,,,283.01894,M+Na,+,1,0,60,,,,,278.06354,M+NH4,+,1,0,60,,,,,259.02244,M-H,-,1,0,60,,,
D-Allose 6-phosphate,XIC,eTargetCompound,C6H13O9P,,,ESI,5000,,0,,261.03699,M+H,+,1,0,120,,,,,283.01894,M+Na,+,1,0,60,,,,,278.06354,M+NH4,+,1,0,60,,,,,259.02244,M-H,-,1,0,60,,,
D-arabino-3-Hexulose 6-phosphate,XIC,eTargetCompound,C6H13O9P,,,ESI,5000,,0,,261.03699,M+H,+,1,0,120,,,,,283.01894,M+Na,+,1,0,60,,,,,278.06354,M+NH4,+,1,0,60,,,,,259.02244,M-H,-,1,0,60,,,
D-Galactose 6-phosphate,XIC,eTargetCompound,C6H13O9P,,,ESI,5000,,0,,261.03699,M+H,+,1,0,120,,,,,283.01894,M+Na,+,1,0,60,,,,,278.06354,M+NH4,+,1,0,60,,,,,259.02244,M-H,-,1,0,60,,,
D-Hexose 6-phosphate,XIC,eTargetCompound,C6H13O9P,,,ESI,5000,,0,,261.03699,M+H,+,1,0,120,,,,,283.01894,M+Na,+,1,0,60,,,,,278.06354,M+NH4,+,1,0,60,,,,,259.02244,M-H,-,1,0,60,,,
D-Mannose 1-phosphate,XIC,eTargetCompound,C6H13O9P,,,ESI,5000,,0,,261.03699,M+H,+,1,0,120,,,,,283.01894,M+Na,+,1,0,60,,,,,278.06354,M+NH4,+,1,0,60,,,,,259.02244,M-H,-,1,0,60,,,
