TraceFinder Compound Database Export,Schema Version 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,PEAK 1,,,,,,,,,,PEAK 2,,,,,,,,,,PEAK 3,,,,,,,,,,PEAK 4,,,,,,,,,,
CompoundName,ExperimentType,Compound Type,ChemicalFormula,Category,CAS,Ionization,ResponseThreshold,Internal Standard,Internal Standard Concentration,PrecursorMass,ExtractedMass,Adduct,Polarity,ChargeState,RT,Window,CollisionEnergy,Lens,EnergyRamp,PrecursorMass,ExtractedMass,Adduct,Polarity,ChargeState,RT,Window,CollisionEnergy,Lens,EnergyRamp,PrecursorMass,ExtractedMass,Adduct,Polarity,ChargeState,RT,Window,CollisionEnergy,Lens,EnergyRamp,PrecursorMass,ExtractedMass,Adduct,Polarity,ChargeState,RT,Window,CollisionEnergy,Lens,EnergyRamp
CAR 14:3;O3,,,C21H35NO7,,,,,,,,414.2486289,M+H,+,1,,,,,,,436.2305705,M+Na,+,1,,,,,,,431.2751755,M+NH4,+,1,,,,,,,412.234076,M-H,-,1,,,,,
CAR 14:3;O4,,,C21H35NO8,,,,,,,,430.2435436,M+H,+,1,,,,,,,452.2254851,M+Na,+,1,,,,,,,447.2700901,M+NH4,+,1,,,,,,,428.2289906,M-H,-,1,,,,,
CAR 14:4,,,C21H33NO4,,,,,,,,364.248235,M+H,+,1,,,,,,,386.2301766,M+Na,+,1,,,,,,,381.2747816,M+NH4,+,1,,,,,,,362.2336821,M-H,-,1,,,,,
CAR 14:4;O,,,C21H33NO5,,,,,,,,380.2431496,M+H,+,1,,,,,,,402.2250912,M+Na,+,1,,,,,,,397.2696962,M+NH4,+,1,,,,,,,378.2285967,M-H,-,1,,,,,
CAR 14:4;O2,,,C21H33NO6,,,,,,,,396.2380643,M+H,+,1,,,,,,,418.2200058,M+Na,+,1,,,,,,,413.2646108,M+NH4,+,1,,,,,,,394.2235113,M-H,-,1,,,,,
CAR 14:4;O3,,,C21H33NO7,,,,,,,,412.2329789,M+H,+,1,,,,,,,434.2149204,M+Na,+,1,,,,,,,429.2595254,M+NH4,+,1,,,,,,,410.2184259,M-H,-,1,,,,,
CAR 14:4;O4,,,C21H33NO8,,,,,,,,428.2278935,M+H,+,1,,,,,,,450.209835,M+Na,+,1,,,,,,,445.25444,M+NH4,+,1,,,,,,,426.2133406,M-H,-,1,,,,,
CAR 16:0,,,C23H45NO4,,,,,,,,400.3421354,M+H,+,1,,,,,,,422.3240769,M+Na,+,1,,,,,,,417.3686819,M+NH4,+,1,,,,,,,398.3275825,M-H,-,1,,,,,
CAR 16:0;O,,,C23H45NO5,,,,,,,,416.33705,M+H,+,1,,,,,,,438.3189916,M+Na,+,1,,,,,,,433.3635966,M+NH4,+,1,,,,,,,414.3224971,M-H,-,1,,,,,
CAR 16:0;O2,,,C23H45NO6,,,,,,,,432.3319646,M+H,+,1,,,,,,,454.3139062,M+Na,+,1,,,,,,,449.3585112,M+NH4,+,1,,,,,,,430.3174117,M-H,-,1,,,,,
CAR 16:0;O3,,,C23H45NO7,,,,,,,,448.3268793,M+H,+,1,,,,,,,470.3088208,M+Na,+,1,,,,,,,465.3534258,M+NH4,+,1,,,,,,,446.3123263,M-H,-,1,,,,,
CAR 16:0;O4,,,C23H45NO8,,,,,,,,464.3217939,M+H,+,1,,,,,,,486.3037354,M+Na,+,1,,,,,,,481.3483404,M+NH4,+,1,,,,,,,462.3072409,M-H,-,1,,,,,
CAR 16:1,,,C23H43NO4,,,,,,,,398.3264853,M+H,+,1,,,,,,,420.3084269,M+Na,+,1,,,,,,,415.3530319,M+NH4,+,1,,,,,,,396.3119324,M-H,-,1,,,,,
CAR 16:1;O,,,C23H43NO5,,,,,,,,414.3214,M+H,+,1,,,,,,,436.3033415,M+Na,+,1,,,,,,,431.3479465,M+NH4,+,1,,,,,,,412.306847,M-H,-,1,,,,,
CAR 16:1;O2,,,C23H43NO6,,,,,,,,430.3163146,M+H,+,1,,,,,,,452.2982561,M+Na,+,1,,,,,,,447.3428611,M+NH4,+,1,,,,,,,428.3017616,M-H,-,1,,,,,
CAR 16:1;O3,,,C23H43NO7,,,,,,,,446.3112292,M+H,+,1,,,,,,,468.2931707,M+Na,+,1,,,,,,,463.3377757,M+NH4,+,1,,,,,,,444.2966763,M-H,-,1,,,,,
CAR 16:1;O4,,,C23H43NO8,,,,,,,,462.3061438,M+H,+,1,,,,,,,484.2880854,M+Na,+,1,,,,,,,479.3326904,M+NH4,+,1,,,,,,,460.2915909,M-H,-,1,,,,,
CAR 16:2,,,C23H41NO4,,,,,,,,396.3108353,M+H,+,1,,,,,,,418.2927768,M+Na,+,1,,,,,,,413.3373818,M+NH4,+,1,,,,,,,394.2962823,M-H,-,1,,,,,
CAR 16:2;O,,,C23H41NO5,,,,,,,,412.3057499,M+H,+,1,,,,,,,434.2876914,M+Na,+,1,,,,,,,429.3322964,M+NH4,+,1,,,,,,,410.291197,M-H,-,1,,,,,
CAR 16:2;O2,,,C23H41NO6,,,,,,,,428.3006645,M+H,+,1,,,,,,,450.282606,M+Na,+,1,,,,,,,445.327211,M+NH4,+,1,,,,,,,426.2861116,M-H,-,1,,,,,
CAR 16:2;O3,,,C23H41NO7,,,,,,,,444.2955791,M+H,+,1,,,,,,,466.2775207,M+Na,+,1,,,,,,,461.3221257,M+NH4,+,1,,,,,,,442.2810262,M-H,-,1,,,,,
CAR 16:2;O4,,,C23H41NO8,,,,,,,,460.2904938,M+H,+,1,,,,,,,482.2724353,M+Na,+,1,,,,,,,477.3170403,M+NH4,+,1,,,,,,,458.2759408,M-H,-,1,,,,,
CAR 16:3,,,C23H39NO4,,,,,,,,394.2951852,M+H,+,1,,,,,,,416.2771267,M+Na,+,1,,,,,,,411.3217317,M+NH4,+,1,,,,,,,392.2806323,M-H,-,1,,,,,
CAR 16:3;O,,,C23H39NO5,,,,,,,,410.2900998,M+H,+,1,,,,,,,432.2720414,M+Na,+,1,,,,,,,427.3166464,M+NH4,+,1,,,,,,,408.2755469,M-H,-,1,,,,,
CAR 16:3;O2,,,C23H39NO6,,,,,,,,426.2850145,M+H,+,1,,,,,,,448.266956,M+Na,+,1,,,,,,,443.311561,M+NH4,+,1,,,,,,,424.2704615,M-H,-,1,,,,,
CAR 16:3;O3,,,C23H39NO7,,,,,,,,442.2799291,M+H,+,1,,,,,,,464.2618706,M+Na,+,1,,,,,,,459.3064756,M+NH4,+,1,,,,,,,440.2653761,M-H,-,1,,,,,
CAR 16:3;O4,,,C23H39NO8,,,,,,,,458.2748437,M+H,+,1,,,,,,,480.2567852,M+Na,+,1,,,,,,,475.3013902,M+NH4,+,1,,,,,,,456.2602908,M-H,-,1,,,,,
CAR 16:4,,,C23H37NO4,,,,,,,,392.2795351,M+H,+,1,,,,,,,414.2614767,M+Na,+,1,,,,,,,409.3060817,M+NH4,+,1,,,,,,,390.2649822,M-H,-,1,,,,,
CAR 16:4;O,,,C23H37NO5,,,,,,,,408.2744498,M+H,+,1,,,,,,,430.2563913,M+Na,+,1,,,,,,,425.3009963,M+NH4,+,1,,,,,,,406.2598968,M-H,-,1,,,,,
CAR 16:4;O2,,,C23H37NO6,,,,,,,,424.2693644,M+H,+,1,,,,,,,446.2513059,M+Na,+,1,,,,,,,441.2959109,M+NH4,+,1,,,,,,,422.2548115,M-H,-,1,,,,,
CAR 16:4;O3,,,C23H37NO7,,,,,,,,440.264279,M+H,+,1,,,,,,,462.2462205,M+Na,+,1,,,,,,,457.2908255,M+NH4,+,1,,,,,,,438.2497261,M-H,-,1,,,,,
CAR 16:4;O4,,,C23H37NO8,,,,,,,,456.2591936,M+H,+,1,,,,,,,478.2411352,M+Na,+,1,,,,,,,473.2857402,M+NH4,+,1,,,,,,,454.2446407,M-H,-,1,,,,,
CAR 18:0,,,C25H49NO4,,,,,,,,428.3734355,M+H,+,1,,,,,,,450.3553771,M+Na,+,1,,,,,,,445.3999821,M+NH4,+,1,,,,,,,426.3588826,M-H,-,1,,,,,
CAR 18:0;O,,,C25H49NO5,,,,,,,,444.3683502,M+H,+,1,,,,,,,466.3502917,M+Na,+,1,,,,,,,461.3948967,M+NH4,+,1,,,,,,,442.3537972,M-H,-,1,,,,,
CAR 18:0;O2,,,C25H49NO6,,,,,,,,460.3632648,M+H,+,1,,,,,,,482.3452063,M+Na,+,1,,,,,,,477.3898113,M+NH4,+,1,,,,,,,458.3487118,M-H,-,1,,,,,
CAR 18:0;O3,,,C25H49NO7,,,,,,,,476.3581794,M+H,+,1,,,,,,,498.3401209,M+Na,+,1,,,,,,,493.3847259,M+NH4,+,1,,,,,,,474.3436265,M-H,-,1,,,,,
CAR 18:0;O4,,,C25H49NO8,,,,,,,,492.353094,M+H,+,1,,,,,,,514.3350355,M+Na,+,1,,,,,,,509.3796405,M+NH4,+,1,,,,,,,490.3385411,M-H,-,1,,,,,
CAR 18:1,,,C25H47NO4,,,,,,,,426.3577855,M+H,+,1,,,,,,,448.339727,M+Na,+,1,,,,,,,443.384332,M+NH4,+,1,,,,,,,424.3432325,M-H,-,1,,,,,
CAR 18:1;O,,,C25H47NO5,,,,,,,,442.3527001,M+H,+,1,,,,,,,464.3346416,M+Na,+,1,,,,,,,459.3792466,M+NH4,+,1,,,,,,,440.3381472,M-H,-,1,,,,,
CAR 18:1;O2,,,C25H47NO6,,,,,,,,458.3476147,M+H,+,1,,,,,,,480.3295562,M+Na,+,1,,,,,,,475.3741612,M+NH4,+,1,,,,,,,456.3330618,M-H,-,1,,,,,
CAR 18:1;O3,,,C25H47NO7,,,,,,,,474.3425293,M+H,+,1,,,,,,,496.3244709,M+Na,+,1,,,,,,,491.3690759,M+NH4,+,1,,,,,,,472.3279764,M-H,-,1,,,,,
CAR 18:1;O4,,,C25H47NO8,,,,,,,,490.3374439,M+H,+,1,,,,,,,512.3193855,M+Na,+,1,,,,,,,507.3639905,M+NH4,+,1,,,,,,,488.322891,M-H,-,1,,,,,
CAR 18:2,,,C25H45NO4,,,,,,,,424.3421354,M+H,+,1,,,,,,,446.3240769,M+Na,+,1,,,,,,,441.3686819,M+NH4,+,1,,,,,,,422.3275825,M-H,-,1,,,,,
CAR 18:2;O,,,C25H45NO5,,,,,,,,440.33705,M+H,+,1,,,,,,,462.3189916,M+Na,+,1,,,,,,,457.3635966,M+NH4,+,1,,,,,,,438.3224971,M-H,-,1,,,,,
CAR 18:2;O2,,,C25H45NO6,,,,,,,,456.3319646,M+H,+,1,,,,,,,478.3139062,M+Na,+,1,,,,,,,473.3585112,M+NH4,+,1,,,,,,,454.3174117,M-H,-,1,,,,,
CAR 18:2;O3,,,C25H45NO7,,,,,,,,472.3268793,M+H,+,1,,,,,,,494.3088208,M+Na,+,1,,,,,,,489.3534258,M+NH4,+,1,,,,,,,470.3123263,M-H,-,1,,,,,
CAR 18:2;O4,,,C25H45NO8,,,,,,,,488.3217939,M+H,+,1,,,,,,,510.3037354,M+Na,+,1,,,,,,,505.3483404,M+NH4,+,1,,,,,,,486.3072409,M-H,-,1,,,,,
CAR 18:3,,,C25H43NO4,,,,,,,,422.3264853,M+H,+,1,,,,,,,444.3084269,M+Na,+,1,,,,,,,439.3530319,M+NH4,+,1,,,,,,,420.3119324,M-H,-,1,,,,,
CAR 18:3;O,,,C25H43NO5,,,,,,,,438.3214,M+H,+,1,,,,,,,460.3033415,M+Na,+,1,,,,,,,455.3479465,M+NH4,+,1,,,,,,,436.306847,M-H,-,1,,,,,
CAR 18:3;O2,,,C25H43NO6,,,,,,,,454.3163146,M+H,+,1,,,,,,,476.2982561,M+Na,+,1,,,,,,,471.3428611,M+NH4,+,1,,,,,,,452.3017616,M-H,-,1,,,,,
CAR 18:3;O3,,,C25H43NO7,,,,,,,,470.3112292,M+H,+,1,,,,,,,492.2931707,M+Na,+,1,,,,,,,487.3377757,M+NH4,+,1,,,,,,,468.2966763,M-H,-,1,,,,,
CAR 18:3;O4,,,C25H43NO8,,,,,,,,486.3061438,M+H,+,1,,,,,,,508.2880854,M+Na,+,1,,,,,,,503.3326904,M+NH4,+,1,,,,,,,484.2915909,M-H,-,1,,,,,
CAR 18:4,,,C25H41NO4,,,,,,,,420.3108353,M+H,+,1,,,,,,,442.2927768,M+Na,+,1,,,,,,,437.3373818,M+NH4,+,1,,,,,,,418.2962823,M-H,-,1,,,,,
CAR 18:4;O,,,C25H41NO5,,,,,,,,436.3057499,M+H,+,1,,,,,,,458.2876914,M+Na,+,1,,,,,,,453.3322964,M+NH4,+,1,,,,,,,434.291197,M-H,-,1,,,,,
CAR 18:4;O2,,,C25H41NO6,,,,,,,,452.3006645,M+H,+,1,,,,,,,474.282606,M+Na,+,1,,,,,,,469.327211,M+NH4,+,1,,,,,,,450.2861116,M-H,-,1,,,,,
CAR 18:4;O3,,,C25H41NO7,,,,,,,,468.2955791,M+H,+,1,,,,,,,490.2775207,M+Na,+,1,,,,,,,485.3221257,M+NH4,+,1,,,,,,,466.2810262,M-H,-,1,,,,,
CAR 18:4;O4,,,C25H41NO8,,,,,,,,484.2904938,M+H,+,1,,,,,,,506.2724353,M+Na,+,1,,,,,,,501.3170403,M+NH4,+,1,,,,,,,482.2759408,M-H,-,1,,,,,
CAR 18:5,,,C25H39NO4,,,,,,,,418.2951852,M+H,+,1,,,,,,,440.2771267,M+Na,+,1,,,,,,,435.3217317,M+NH4,+,1,,,,,,,416.2806323,M-H,-,1,,,,,
CAR 18:5;O,,,C25H39NO5,,,,,,,,434.2900998,M+H,+,1,,,,,,,456.2720414,M+Na,+,1,,,,,,,451.3166464,M+NH4,+,1,,,,,,,432.2755469,M-H,-,1,,,,,
CAR 18:5;O2,,,C25H39NO6,,,,,,,,450.2850145,M+H,+,1,,,,,,,472.266956,M+Na,+,1,,,,,,,467.311561,M+NH4,+,1,,,,,,,448.2704615,M-H,-,1,,,,,
CAR 18:5;O3,,,C25H39NO7,,,,,,,,466.2799291,M+H,+,1,,,,,,,488.2618706,M+Na,+,1,,,,,,,483.3064756,M+NH4,+,1,,,,,,,464.2653761,M-H,-,1,,,,,
CAR 18:5;O4,,,C25H39NO8,,,,,,,,482.2748437,M+H,+,1,,,,,,,504.2567852,M+Na,+,1,,,,,,,499.3013902,M+NH4,+,1,,,,,,,480.2602908,M-H,-,1,,,,,
CAR 20:0,,,C27H53NO4,,,,,,,,456.4047357,M+H,+,1,,,,,,,478.3866772,M+Na,+,1,,,,,,,473.4312822,M+NH4,+,1,,,,,,,454.3901827,M-H,-,1,,,,,
CAR 20:0;O,,,C27H53NO5,,,,,,,,472.3996503,M+H,+,1,,,,,,,494.3815918,M+Na,+,1,,,,,,,489.4261968,M+NH4,+,1,,,,,,,470.3850973,M-H,-,1,,,,,
CAR 20:0;O2,,,C27H53NO6,,,,,,,,488.3945649,M+H,+,1,,,,,,,510.3765064,M+Na,+,1,,,,,,,505.4211114,M+NH4,+,1,,,,,,,486.380012,M-H,-,1,,,,,
CAR 20:0;O3,,,C27H53NO7,,,,,,,,504.3894795,M+H,+,1,,,,,,,526.3714211,M+Na,+,1,,,,,,,521.4160261,M+NH4,+,1,,,,,,,502.3749266,M-H,-,1,,,,,
CAR 20:0;O4,,,C27H53NO8,,,,,,,,520.3843941,M+H,+,1,,,,,,,542.3663357,M+Na,+,1,,,,,,,537.4109407,M+NH4,+,1,,,,,,,518.3698412,M-H,-,1,,,,,
CAR 20:1,,,C27H51NO4,,,,,,,,454.3890856,M+H,+,1,,,,,,,476.3710271,M+Na,+,1,,,,,,,471.4156321,M+NH4,+,1,,,,,,,452.3745327,M-H,-,1,,,,,
CAR 20:1;O,,,C27H51NO5,,,,,,,,470.3840002,M+H,+,1,,,,,,,492.3659418,M+Na,+,1,,,,,,,487.4105468,M+NH4,+,1,,,,,,,468.3694473,M-H,-,1,,,,,
CAR 20:1;O2,,,C27H51NO6,,,,,,,,486.3789148,M+H,+,1,,,,,,,508.3608564,M+Na,+,1,,,,,,,503.4054614,M+NH4,+,1,,,,,,,484.3643619,M-H,-,1,,,,,
CAR 20:1;O3,,,C27H51NO7,,,,,,,,502.3738295,M+H,+,1,,,,,,,524.355771,M+Na,+,1,,,,,,,519.400376,M+NH4,+,1,,,,,,,500.3592765,M-H,-,1,,,,,
CAR 20:1;O4,,,C27H51NO8,,,,,,,,518.3687441,M+H,+,1,,,,,,,540.3506856,M+Na,+,1,,,,,,,535.3952906,M+NH4,+,1,,,,,,,516.3541911,M-H,-,1,,,,,
CAR 20:2,,,C27H49NO4,,,,,,,,452.3734355,M+H,+,1,,,,,,,474.3553771,M+Na,+,1,,,,,,,469.3999821,M+NH4,+,1,,,,,,,450.3588826,M-H,-,1,,,,,
CAR 20:2;O,,,C27H49NO5,,,,,,,,468.3683502,M+H,+,1,,,,,,,490.3502917,M+Na,+,1,,,,,,,485.3948967,M+NH4,+,1,,,,,,,466.3537972,M-H,-,1,,,,,
CAR 20:2;O2,,,C27H49NO6,,,,,,,,484.3632648,M+H,+,1,,,,,,,506.3452063,M+Na,+,1,,,,,,,501.3898113,M+NH4,+,1,,,,,,,482.3487118,M-H,-,1,,,,,
CAR 20:2;O3,,,C27H49NO7,,,,,,,,500.3581794,M+H,+,1,,,,,,,522.3401209,M+Na,+,1,,,,,,,517.3847259,M+NH4,+,1,,,,,,,498.3436265,M-H,-,1,,,,,
CAR 20:2;O4,,,C27H49NO8,,,,,,,,516.353094,M+H,+,1,,,,,,,538.3350355,M+Na,+,1,,,,,,,533.3796405,M+NH4,+,1,,,,,,,514.3385411,M-H,-,1,,,,,
CAR 20:3,,,C27H47NO4,,,,,,,,450.3577855,M+H,+,1,,,,,,,472.339727,M+Na,+,1,,,,,,,467.384332,M+NH4,+,1,,,,,,,448.3432325,M-H,-,1,,,,,
CAR 20:3;O,,,C27H47NO5,,,,,,,,466.3527001,M+H,+,1,,,,,,,488.3346416,M+Na,+,1,,,,,,,483.3792466,M+NH4,+,1,,,,,,,464.3381472,M-H,-,1,,,,,
CAR 20:3;O2,,,C27H47NO6,,,,,,,,482.3476147,M+H,+,1,,,,,,,504.3295562,M+Na,+,1,,,,,,,499.3741612,M+NH4,+,1,,,,,,,480.3330618,M-H,-,1,,,,,
CAR 20:3;O3,,,C27H47NO7,,,,,,,,498.3425293,M+H,+,1,,,,,,,520.3244709,M+Na,+,1,,,,,,,515.3690759,M+NH4,+,1,,,,,,,496.3279764,M-H,-,1,,,,,
CAR 20:3;O4,,,C27H47NO8,,,,,,,,514.3374439,M+H,+,1,,,,,,,536.3193855,M+Na,+,1,,,,,,,531.3639905,M+NH4,+,1,,,,,,,512.322891,M-H,-,1,,,,,
CAR 20:4,,,C27H45NO4,,,,,,,,448.3421354,M+H,+,1,,,,,,,470.3240769,M+Na,+,1,,,,,,,465.3686819,M+NH4,+,1,,,,,,,446.3275825,M-H,-,1,,,,,
CAR 20:4;O,,,C27H45NO5,,,,,,,,464.33705,M+H,+,1,,,,,,,486.3189916,M+Na,+,1,,,,,,,481.3635966,M+NH4,+,1,,,,,,,462.3224971,M-H,-,1,,,,,
CAR 20:4;O2,,,C27H45NO6,,,,,,,,480.3319646,M+H,+,1,,,,,,,502.3139062,M+Na,+,1,,,,,,,497.3585112,M+NH4,+,1,,,,,,,478.3174117,M-H,-,1,,,,,
CAR 20:4;O3,,,C27H45NO7,,,,,,,,496.3268793,M+H,+,1,,,,,,,518.3088208,M+Na,+,1,,,,,,,513.3534258,M+NH4,+,1,,,,,,,494.3123263,M-H,-,1,,,,,
CAR 20:4;O4,,,C27H45NO8,,,,,,,,512.3217939,M+H,+,1,,,,,,,534.3037354,M+Na,+,1,,,,,,,529.3483404,M+NH4,+,1,,,,,,,510.3072409,M-H,-,1,,,,,
CAR 20:5,,,C27H43NO4,,,,,,,,446.3264853,M+H,+,1,,,,,,,468.3084269,M+Na,+,1,,,,,,,463.3530319,M+NH4,+,1,,,,,,,444.3119324,M-H,-,1,,,,,
CAR 20:5;O,,,C27H43NO5,,,,,,,,462.3214,M+H,+,1,,,,,,,484.3033415,M+Na,+,1,,,,,,,479.3479465,M+NH4,+,1,,,,,,,460.306847,M-H,-,1,,,,,
CAR 20:5;O2,,,C27H43NO6,,,,,,,,478.3163146,M+H,+,1,,,,,,,500.2982561,M+Na,+,1,,,,,,,495.3428611,M+NH4,+,1,,,,,,,476.3017616,M-H,-,1,,,,,
CAR 20:5;O3,,,C27H43NO7,,,,,,,,494.3112292,M+H,+,1,,,,,,,516.2931707,M+Na,+,1,,,,,,,511.3377757,M+NH4,+,1,,,,,,,492.2966763,M-H,-,1,,,,,
CAR 20:5;O4,,,C27H43NO8,,,,,,,,510.3061438,M+H,+,1,,,,,,,532.2880854,M+Na,+,1,,,,,,,527.3326904,M+NH4,+,1,,,,,,,508.2915909,M-H,-,1,,,,,
CAR 22:0,,,C29H57NO4,,,,,,,,484.4360358,M+H,+,1,,,,,,,506.4179773,M+Na,+,1,,,,,,,501.4625823,M+NH4,+,1,,,,,,,482.4214829,M-H,-,1,,,,,
CAR 22:0;O,,,C29H57NO5,,,,,,,,500.4309504,M+H,+,1,,,,,,,522.4128919,M+Na,+,1,,,,,,,517.4574969,M+NH4,+,1,,,,,,,498.4163975,M-H,-,1,,,,,
CAR 22:0;O2,,,C29H57NO6,,,,,,,,516.425865,M+H,+,1,,,,,,,538.4078066,M+Na,+,1,,,,,,,533.4524116,M+NH4,+,1,,,,,,,514.4113121,M-H,-,1,,,,,
CAR 22:0;O3,,,C29H57NO7,,,,,,,,532.4207797,M+H,+,1,,,,,,,554.4027212,M+Na,+,1,,,,,,,549.4473262,M+NH4,+,1,,,,,,,530.4062267,M-H,-,1,,,,,
CAR 22:0;O4,,,C29H57NO8,,,,,,,,548.4156943,M+H,+,1,,,,,,,570.3976358,M+Na,+,1,,,,,,,565.4422408,M+NH4,+,1,,,,,,,546.4011413,M-H,-,1,,,,,
CAR 22:1,,,C29H55NO4,,,,,,,,482.4203857,M+H,+,1,,,,,,,504.4023273,M+Na,+,1,,,,,,,499.4469323,M+NH4,+,1,,,,,,,480.4058328,M-H,-,1,,,,,
CAR 22:1;O,,,C29H55NO5,,,,,,,,498.4153003,M+H,+,1,,,,,,,520.3972419,M+Na,+,1,,,,,,,515.4418469,M+NH4,+,1,,,,,,,496.4007474,M-H,-,1,,,,,
CAR 22:1;O2,,,C29H55NO6,,,,,,,,514.410215,M+H,+,1,,,,,,,536.3921565,M+Na,+,1,,,,,,,531.4367615,M+NH4,+,1,,,,,,,512.395662,M-H,-,1,,,,,
CAR 22:1;O3,,,C29H55NO7,,,,,,,,530.4051296,M+H,+,1,,,,,,,552.3870711,M+Na,+,1,,,,,,,547.4316761,M+NH4,+,1,,,,,,,528.3905767,M-H,-,1,,,,,
CAR 22:1;O4,,,C29H55NO8,,,,,,,,546.4000442,M+H,+,1,,,,,,,568.3819857,M+Na,+,1,,,,,,,563.4265907,M+NH4,+,1,,,,,,,544.3854913,M-H,-,1,,,,,
CAR 22:2,,,C29H53NO4,,,,,,,,480.4047357,M+H,+,1,,,,,,,502.3866772,M+Na,+,1,,,,,,,497.4312822,M+NH4,+,1,,,,,,,478.3901827,M-H,-,1,,,,,
CAR 22:2;O,,,C29H53NO5,,,,,,,,496.3996503,M+H,+,1,,,,,,,518.3815918,M+Na,+,1,,,,,,,513.4261968,M+NH4,+,1,,,,,,,494.3850973,M-H,-,1,,,,,
CAR 22:2;O2,,,C29H53NO6,,,,,,,,512.3945649,M+H,+,1,,,,,,,534.3765064,M+Na,+,1,,,,,,,529.4211114,M+NH4,+,1,,,,,,,510.380012,M-H,-,1,,,,,
CAR 22:2;O3,,,C29H53NO7,,,,,,,,528.3894795,M+H,+,1,,,,,,,550.3714211,M+Na,+,1,,,,,,,545.4160261,M+NH4,+,1,,,,,,,526.3749266,M-H,-,1,,,,,
CAR 22:2;O4,,,C29H53NO8,,,,,,,,544.3843941,M+H,+,1,,,,,,,566.3663357,M+Na,+,1,,,,,,,561.4109407,M+NH4,+,1,,,,,,,542.3698412,M-H,-,1,,,,,
CAR 22:3,,,C29H51NO4,,,,,,,,478.3890856,M+H,+,1,,,,,,,500.3710271,M+Na,+,1,,,,,,,495.4156321,M+NH4,+,1,,,,,,,476.3745327,M-H,-,1,,,,,
CAR 22:3;O,,,C29H51NO5,,,,,,,,494.3840002,M+H,+,1,,,,,,,516.3659418,M+Na,+,1,,,,,,,511.4105468,M+NH4,+,1,,,,,,,492.3694473,M-H,-,1,,,,,
CAR 22:3;O2,,,C29H51NO6,,,,,,,,510.3789148,M+H,+,1,,,,,,,532.3608564,M+Na,+,1,,,,,,,527.4054614,M+NH4,+,1,,,,,,,508.3643619,M-H,-,1,,,,,
CAR 22:3;O3,,,C29H51NO7,,,,,,,,526.3738295,M+H,+,1,,,,,,,548.355771,M+Na,+,1,,,,,,,543.400376,M+NH4,+,1,,,,,,,524.3592765,M-H,-,1,,,,,
CAR 22:3;O4,,,C29H51NO8,,,,,,,,542.3687441,M+H,+,1,,,,,,,564.3506856,M+Na,+,1,,,,,,,559.3952906,M+NH4,+,1,,,,,,,540.3541911,M-H,-,1,,,,,
CAR 22:4,,,C29H49NO4,,,,,,,,476.3734355,M+H,+,1,,,,,,,498.3553771,M+Na,+,1,,,,,,,493.3999821,M+NH4,+,1,,,,,,,474.3588826,M-H,-,1,,,,,
CAR 22:4;O,,,C29H49NO5,,,,,,,,492.3683502,M+H,+,1,,,,,,,514.3502917,M+Na,+,1,,,,,,,509.3948967,M+NH4,+,1,,,,,,,490.3537972,M-H,-,1,,,,,
CAR 22:4;O2,,,C29H49NO6,,,,,,,,508.3632648,M+H,+,1,,,,,,,530.3452063,M+Na,+,1,,,,,,,525.3898113,M+NH4,+,1,,,,,,,506.3487118,M-H,-,1,,,,,
CAR 22:4;O3,,,C29H49NO7,,,,,,,,524.3581794,M+H,+,1,,,,,,,546.3401209,M+Na,+,1,,,,,,,541.3847259,M+NH4,+,1,,,,,,,522.3436265,M-H,-,1,,,,,
CAR 22:4;O4,,,C29H49NO8,,,,,,,,540.353094,M+H,+,1,,,,,,,562.3350355,M+Na,+,1,,,,,,,557.3796405,M+NH4,+,1,,,,,,,538.3385411,M-H,-,1,,,,,
CAR 22:5,,,C29H47NO4,,,,,,,,474.3577855,M+H,+,1,,,,,,,496.339727,M+Na,+,1,,,,,,,491.384332,M+NH4,+,1,,,,,,,472.3432325,M-H,-,1,,,,,
CAR 22:5;O,,,C29H47NO5,,,,,,,,490.3527001,M+H,+,1,,,,,,,512.3346416,M+Na,+,1,,,,,,,507.3792466,M+NH4,+,1,,,,,,,488.3381472,M-H,-,1,,,,,
CAR 22:5;O2,,,C29H47NO6,,,,,,,,506.3476147,M+H,+,1,,,,,,,528.3295562,M+Na,+,1,,,,,,,523.3741612,M+NH4,+,1,,,,,,,504.3330618,M-H,-,1,,,,,
CAR 22:5;O3,,,C29H47NO7,,,,,,,,522.3425293,M+H,+,1,,,,,,,544.3244709,M+Na,+,1,,,,,,,539.3690759,M+NH4,+,1,,,,,,,520.3279764,M-H,-,1,,,,,
CAR 22:5;O4,,,C29H47NO8,,,,,,,,538.3374439,M+H,+,1,,,,,,,560.3193855,M+Na,+,1,,,,,,,555.3639905,M+NH4,+,1,,,,,,,536.322891,M-H,-,1,,,,,
CAR 22:6,,,C29H45NO4,,,,,,,,472.3421354,M+H,+,1,,,,,,,494.3240769,M+Na,+,1,,,,,,,489.3686819,M+NH4,+,1,,,,,,,470.3275825,M-H,-,1,,,,,
CAR 22:6;O,,,C29H45NO5,,,,,,,,488.33705,M+H,+,1,,,,,,,510.3189916,M+Na,+,1,,,,,,,505.3635966,M+NH4,+,1,,,,,,,486.3224971,M-H,-,1,,,,,
